"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2007","2007",24.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2008","2008",24.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2009","2009",23.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2010","2010",26.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2011","2011",25.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2012","2012",25.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2013","2013",23.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2014","2014",26.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2015","2015",26.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2016","2016",26.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2017","2017",30,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2000","2000",21,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2001","2001",21,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2002","2002",22.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2003","2003",22.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2004","2004",22.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2005","2005",22.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2006","2006",23.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2007","2007",23.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2008","2008",24.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2009","2009",22.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2010","2010",26.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2011","2011",23.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2012","2012",24.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2013","2013",26,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2014","2014",24.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2015","2015",26.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2016","2016",25.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","GBR","United Kingdom","2017","2017",27.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2000","2000",21.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2001","2001",22.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2002","2002",22.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2003","2003",22.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2004","2004",22.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2005","2005",23.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2006","2006",23.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2007","2007",24,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2008","2008",24.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2009","2009",23,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",26.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",24.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",24.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",24.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",25.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",26.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",26.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","GBR","United Kingdom","2017","2017",28.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2000","2000",34,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2002","2002",34.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2004","2004",34,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2006","2006",36.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2008","2008",36.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2010","2010",36.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2012","2012",36.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2014","2014",41,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","USA","United States","2016","2016",41.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2000","2000",27.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2002","2002",28.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2004","2004",31.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2006","2006",33.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2008","2008",32.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2010","2010",35.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2012","2012",33.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2014","2014",35.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","USA","United States","2016","2016",38.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2000","2000",30.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2002","2002",31.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2004","2004",32.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2006","2006",35.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2008","2008",34.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2010","2010",36.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2012","2012",35.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2014","2014",38.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","USA","United States","2016","2016",40,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","BRA","Brazil","2013","2013",24.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","BRA","Brazil","2013","2013",16.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","BRA","Brazil","2013","2013",20.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CHL","Chile","2003","2003",29.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CHL","Chile","2009","2009",30.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CHL","Chile","2016","2016",38.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CHL","Chile","2003","2003",19.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CHL","Chile","2009","2009",19.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CHL","Chile","2016","2016",30.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CHL","Chile","2003","2003",24.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CHL","Chile","2009","2009",25.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CHL","Chile","2016","2016",34.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","EST","Estonia","2014","2014",18.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","EST","Estonia","2014","2014",17.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","EST","Estonia","2014","2014",18,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","ISR","Israel","2015","2015",19,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","ISR","Israel","2015","2015",18.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","ISR","Israel","2015","2015",18.8,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","AUS","Australia","2007","2007",54.7,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","AUS","Australia","2011","2011",56.2,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","AUS","Australia","2014","2014",56.3,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","AUS","Australia","2017","2017",58.3,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","AUS","Australia","2007","2007",67.7,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","AUS","Australia","2011","2011",70.3,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","AUS","Australia","2014","2014",70.8,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","AUS","Australia","2017","2017",72.4,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","AUS","Australia","2007","2007",61.2,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","AUS","Australia","2011","2011",63.4,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","AUS","Australia","2014","2014",63.4,"D","Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","AUS","Australia","2017","2017",65.2,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","BEL","Belgium","2014","2014",46.4,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","BEL","Belgium","2014","2014",55.5,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",51,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2004","2004",51.6,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2005","2005",50.5,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2008","2008",54.1,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2010","2010",52.5,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2013","2013",52.6,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2015","2015",59.9,"B; D","Break; Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CAN","Canada","2017","2017",54.4,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2004","2004",62.7,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2005","2005",65.1,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2008","2008",66.1,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2010","2010",64.8,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2013","2013",68,,
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2015","2015",68.4,"B; D","Break; Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","PERMANTH","% of males","CAN","Canada","2017","2017",63.7,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2004","2004",56.8,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2005","2005",57.7,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2008","2008",60,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2010","2010",58.6,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2013","2013",60.3,,
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2015","2015",64.1,"B; D","Break; Difference in methodology"
"BODYVBMS","Overweight or obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2017","2017",59.1,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2000","2000",42,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2005","2005",46,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2008","2008",49,,
"BODYVBMS","Overweight or obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2010","2010",49,,
